Player,Team,Pos,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,IBB,HBP,SAC,SF,TB,XBH,GDP,GO,AO,GO_AO,NP,PA
" Strasburg, S",WSH,P,26,47,4,13,4,0,1,7,3,13,0,0,0.277,0.333,0.426,0.759,0,1,2,0,20,5,0,16,7,2.29,168,53
" Young, M",TEX,1B,156,611,79,169,27,3,8,67,33,70,2,2,0.277,0.312,0.37,0.682,3,1,0,6,226,38,26,252,152,1.66,2240,651
" Schumaker, S",STL,2B,107,272,37,75,14,4,1,28,27,50,1,1,0.276,0.339,0.368,0.707,2,0,3,2,100,19,6,102,56,1.82,1180,304
" Jaso, J",SEA,C,108,294,41,81,19,2,10,50,56,51,5,0,0.276,0.394,0.456,0.85,1,5,1,5,134,31,6,98,76,1.29,1409,361
" Sappelt, D",CHC,CF,26,69,8,19,6,0,2,8,7,9,0,0,0.275,0.351,0.449,0.8,1,1,1,0,31,8,1,22,21,1.05,327,78
" Moreland, M",TEX,1B,114,327,41,90,18,0,15,50,23,71,1,1,0.275,0.321,0.468,0.789,5,1,2,4,153,33,8,91,89,1.02,1393,357
" Getz, C",KC,2B,64,189,22,52,10,3,0,17,11,17,9,3,0.275,0.312,0.36,0.672,0,0,8,2,68,13,3,67,66,1.02,753,210
" Belt, B",SF,1B,145,411,47,113,27,6,7,56,54,106,12,2,0.275,0.36,0.421,0.781,5,3,0,4,173,40,2,93,105,0.89,1821,472
" Ludwick, R",CIN,LF,125,422,53,116,28,1,26,80,42,97,0,1,0.275,0.346,0.531,0.877,3,5,1,2,224,55,9,100,122,0.82,1763,472
" Doumit, R",MIN,C,134,484,56,133,34,1,18,75,29,98,0,0,0.275,0.32,0.461,0.781,5,7,0,8,223,53,17,146,132,1.11,2006,528
" Gomez, M",BOS,1B,37,102,14,28,5,2,2,17,8,26,0,0,0.275,0.324,0.422,0.746,0,0,0,1,43,9,4,24,29,0.83,449,111
" Hanigan, R",CIN,C,112,317,25,87,14,0,2,24,44,37,0,0,0.274,0.365,0.338,0.703,13,3,4,3,107,16,6,127,79,1.61,1389,371
" Infante, O",DET,2B,149,554,69,152,30,7,12,53,21,65,17,3,0.274,0.3,0.419,0.719,0,1,8,4,232,49,9,172,186,0.92,2005,588
" Rutledge, J",COL,2B,73,277,37,76,20,5,8,37,9,54,7,0,0.274,0.306,0.469,0.775,0,4,0,1,130,33,8,88,68,1.29,1041,291
" Bourn, M",ATL,CF,155,624,96,171,26,10,9,57,70,155,42,13,0.274,0.348,0.391,0.739,1,3,2,4,244,45,2,189,117,1.62,2917,703
" Jones, G",PIT,1B,145,475,68,130,28,3,27,86,33,103,2,0,0.274,0.317,0.516,0.832,2,0,0,7,245,58,3,113,139,0.81,1997,515
" Lombardozzi Jr., S",WSH,2B,126,384,40,105,16,3,3,27,19,46,5,3,0.273,0.317,0.354,0.671,1,6,6,1,136,22,1,124,117,1.06,1374,416
" Lawrie, B",TOR,3B,125,494,73,135,26,3,11,48,33,86,13,8,0.273,0.324,0.405,0.729,0,5,2,2,200,40,9,166,120,1.38,1963,536
" Alonso, Y",SD,1B,155,549,47,150,39,0,9,62,62,101,3,0,0.273,0.348,0.393,0.741,9,3,1,4,216,48,14,174,143,1.22,2243,619
" Hairston Jr., J",LAD,SS,78,238,19,65,13,1,4,26,23,27,1,2,0.273,0.342,0.387,0.729,2,3,1,2,92,18,7,67,89,0.75,1034,267
" Forsythe, L",SD,2B,91,315,45,86,13,3,6,26,28,57,8,2,0.273,0.343,0.39,0.733,0,6,0,1,123,22,6,74,105,0.7,1377,350
" Morales, K",LAA,1B,134,484,61,132,26,1,22,73,31,116,0,1,0.273,0.32,0.467,0.787,1,4,0,3,226,49,11,160,90,1.78,2063,522
" Parra, G",ARI,RF,133,385,58,105,21,2,7,36,33,77,15,9,0.273,0.335,0.392,0.727,4,4,6,2,151,30,4,140,75,1.87,1574,430
" Frazier, T",CIN,3B,128,422,55,115,26,6,19,67,36,103,3,2,0.273,0.331,0.498,0.829,1,3,0,4,210,51,9,86,131,0.66,1810,465
" Rodriguez, A",NYY,3B,122,463,74,126,17,1,18,57,51,116,13,1,0.272,0.353,0.43,0.783,3,10,0,5,199,36,13,133,106,1.25,2016,529
" Carrera, E",CLE,LF,48,147,20,40,6,3,2,11,8,35,8,1,0.272,0.312,0.395,0.707,1,1,1,1,58,11,3,49,28,1.75,642,158
" Swisher, N",NYY,RF,148,537,75,146,36,0,24,93,77,141,2,3,0.272,0.364,0.473,0.837,2,4,1,5,254,60,9,125,140,0.89,2656,624
" LaRoche, A",WSH,1B,154,571,76,155,35,1,33,100,67,138,1,1,0.271,0.343,0.51,0.853,7,0,0,9,291,69,10,132,165,0.8,2616,647
" Ellsbury, J",BOS,CF,74,303,43,82,18,0,4,26,19,43,14,3,0.271,0.313,0.37,0.682,0,0,0,1,112,22,5,96,88,1.09,1258,323
" Hart, C",MIL,1B,149,562,91,152,35,4,30,83,44,151,5,0,0.27,0.334,0.507,0.841,5,11,2,3,285,69,13,142,135,1.05,2468,622
" Cabrera, A",CLE,SS,143,555,70,150,35,1,16,68,52,99,9,4,0.27,0.338,0.423,0.762,3,6,1,2,235,52,18,169,158,1.07,2279,616
" Rosario, W",COL,C,117,396,67,107,19,0,28,71,25,99,4,5,0.27,0.312,0.53,0.843,2,1,0,4,210,47,10,112,92,1.22,1500,426
" Harper, B",WSH,LF,139,533,98,144,26,9,22,59,56,120,18,6,0.27,0.34,0.477,0.817,0,2,3,3,254,57,8,151,132,1.14,2307,597
" Davis, C",BAL,1B,139,515,75,139,20,0,33,85,37,169,2,3,0.27,0.326,0.501,0.827,6,7,0,3,258,53,8,114,104,1.1,2254,562
" Theriot, R",SF,2B,104,352,45,95,16,1,0,28,24,47,13,5,0.27,0.316,0.321,0.637,1,1,4,3,113,17,12,137,92,1.49,1446,384
" Zobrist, B",TB,2B,157,560,88,151,39,7,20,74,97,103,14,9,0.27,0.377,0.471,0.848,7,3,2,6,264,66,13,175,152,1.15,2724,668
" Arias, J",SF,3B,112,319,30,86,13,5,5,34,13,44,5,1,0.27,0.304,0.389,0.693,4,5,2,5,124,23,12,116,92,1.26,1199,344
" Ellis, A",LAD,C,133,423,44,114,20,1,13,52,65,107,0,0,0.27,0.373,0.414,0.786,11,7,6,4,175,34,17,122,107,1.14,2242,505
" Corporan, C",HOU,C,27,78,5,21,2,0,4,13,4,19,0,1,0.269,0.31,0.449,0.758,0,1,1,1,35,6,2,20,22,0.91,343,85
" Cowgill, C",OAK,RF,38,104,10,28,2,0,1,9,11,27,3,4,0.269,0.336,0.317,0.654,0,0,0,1,33,3,3,32,21,1.52,514,116
" Heyward, J",ATL,RF,158,587,93,158,30,6,27,82,58,152,21,8,0.269,0.335,0.479,0.814,1,2,0,3,281,63,4,143,141,1.01,2624,651
" Turner, J",NYM,1B,94,171,20,46,13,1,2,19,9,24,1,1,0.269,0.319,0.392,0.711,0,4,0,1,67,16,9,66,45,1.47,745,185
" Canzler, R",CLE,LF,26,93,9,25,3,0,3,11,4,22,0,0,0.269,0.299,0.398,0.697,1,0,0,0,37,6,0,20,26,0.77,337,97
" Tracy, C",WSH,3B,73,93,7,25,7,0,3,14,10,15,0,0,0.269,0.343,0.441,0.784,3,1,0,1,41,10,1,23,32,0.72,377,105
" Beltran, C",STL,RF,151,547,83,147,26,1,32,97,65,124,13,6,0.269,0.346,0.495,0.842,15,2,1,4,271,59,9,146,144,1.01,2271,619
" Trumbo, M",LAA,1B,144,544,66,146,19,3,32,95,36,153,4,5,0.268,0.317,0.491,0.808,3,4,0,2,267,54,12,136,123,1.11,2217,586
" Carroll, J",MIN,2B,138,470,65,126,18,1,1,40,52,65,9,5,0.268,0.343,0.317,0.66,0,4,7,4,149,20,9,190,109,1.74,2194,537
" Chisenhall, L",CLE,3B,43,142,16,38,6,1,5,16,8,27,2,1,0.268,0.311,0.43,0.741,0,1,0,0,61,12,2,41,38,1.08,557,151
" Morneau, J",MIN,1B,134,505,63,135,26,2,19,77,49,102,1,0,0.267,0.333,0.44,0.773,8,6,0,10,222,47,19,153,144,1.06,2119,570
" Ross, C",BOS,LF,130,476,70,127,34,1,22,81,42,129,2,3,0.267,0.326,0.481,0.807,3,3,1,6,229,57,11,112,126,0.89,2179,528
" Diaz, J",CLE,SS,5,15,4,4,0,0,0,0,1,5,0,0,0.267,0.353,0.267,0.62,0,1,0,0,4,0,3,8,1,8,79,17
" Leon, S",WSH,C,12,30,2,8,2,0,0,2,4,11,0,0,0.267,0.389,0.333,0.722,0,2,0,0,10,2,1,7,5,1.4,147,36
" Young, D",DET,LF,151,574,54,153,27,1,18,74,20,112,0,2,0.267,0.296,0.411,0.707,1,7,0,7,236,46,20,173,163,1.06,2073,608
" Maldonado, M",MIL,C,78,233,22,62,9,0,8,30,17,56,1,1,0.266,0.321,0.408,0.729,0,2,4,0,95,17,5,68,56,1.21,968,256
" Cain, L",KC,CF,61,222,27,59,9,2,7,31,15,56,10,0,0.266,0.316,0.419,0.734,0,3,0,4,93,18,4,61,54,1.13,1004,244
" Heisey, C",CIN,LF,120,347,44,92,16,5,7,31,18,81,6,3,0.265,0.315,0.401,0.715,0,7,3,0,139,28,8,80,105,0.76,1372,375
" Ramos, W",WSH,C,25,83,11,22,2,0,3,10,12,19,0,0,0.265,0.354,0.398,0.752,2,0,0,1,33,5,1,33,11,3,370,96
" Ramirez, A",CWS,SS,158,593,59,157,24,4,9,73,16,77,20,7,0.265,0.287,0.364,0.651,2,4,4,4,216,37,15,197,185,1.06,2136,621
" Castillo, W",CHC,C,52,170,16,45,11,0,5,22,17,51,0,0,0.265,0.337,0.418,0.754,2,2,0,1,71,16,4,46,33,1.39,762,190
" Campana, T",CHC,CF,89,174,26,46,6,0,0,5,11,43,30,3,0.264,0.308,0.299,0.607,0,0,7,0,52,6,0,72,20,3.6,671,192
" Furcal, R",STL,SS,121,477,69,126,18,3,5,49,44,57,12,4,0.264,0.325,0.346,0.671,1,1,5,4,165,26,7,177,133,1.33,1991,531
" Venable, W",SD,CF,148,417,62,110,26,8,9,45,41,94,24,6,0.264,0.335,0.429,0.765,2,5,5,2,179,43,2,125,97,1.29,1806,470
" Lee, C",MIA,1B,147,550,53,145,27,1,9,77,58,49,3,0,0.264,0.332,0.365,0.697,4,1,0,6,201,37,13,180,195,0.92,2243,615
" DeJesus, D",CHC,CF,148,506,76,133,28,8,9,50,61,89,7,8,0.263,0.35,0.403,0.753,1,9,2,4,204,45,9,148,151,0.98,2370,582
" Moore, T",WSH,LF,75,156,20,41,9,0,10,29,14,46,3,0,0.263,0.327,0.513,0.84,0,1,0,0,80,19,3,38,34,1.12,700,171
" Hairston, S",NYM,RF,134,377,52,99,25,3,20,57,19,83,8,2,0.263,0.299,0.504,0.803,0,1,0,1,190,48,10,87,119,0.73,1549,398
" Baxter, M",NYM,RF,89,179,26,47,14,2,3,17,25,45,5,3,0.263,0.365,0.413,0.778,4,5,0,2,74,19,0,44,45,0.98,802,211
" Herrera, J",COL,SS,86,225,29,59,9,1,3,12,16,39,4,1,0.262,0.317,0.351,0.668,3,2,7,0,79,13,5,90,49,1.84,925,251
" Soriano, A",CHC,LF,151,561,68,147,33,2,32,108,44,153,6,2,0.262,0.322,0.499,0.821,5,7,0,3,280,67,18,132,150,0.88,2322,615
" Kennedy, A",LAD,2B,86,168,22,44,8,1,2,16,23,33,1,1,0.262,0.345,0.357,0.702,1,1,4,5,60,11,5,55,50,1.1,774,201
" Machado, M",BAL,3B,51,191,24,50,8,3,7,26,9,38,2,0,0.262,0.294,0.445,0.739,0,0,1,1,85,18,6,59,52,1.13,715,202
" Gomes, J",OAK,LF,99,279,46,73,10,0,18,47,44,104,3,1,0.262,0.377,0.491,0.868,2,8,1,1,137,28,2,34,72,0.47,1347,333
" Betemit, W",BAL,3B,102,341,41,89,19,0,12,40,31,103,0,1,0.261,0.322,0.422,0.744,0,1,0,3,144,31,8,84,76,1.11,1457,376
" Quentin, C",SD,LF,86,284,44,74,21,0,16,46,36,41,0,1,0.261,0.374,0.504,0.877,2,17,0,3,143,37,6,80,98,0.82,1171,340
" Dyson, J",KC,CF,102,292,52,76,8,5,0,9,30,56,30,5,0.26,0.328,0.322,0.65,1,1,4,3,94,13,5,108,64,1.69,1260,330
" Gomez, C",MIL,CF,137,415,72,108,19,4,19,51,20,98,37,6,0.26,0.305,0.463,0.768,1,8,6,3,192,42,6,106,118,0.9,1533,452
" Montero, J",SEA,C,135,515,46,134,20,0,15,62,29,99,0,2,0.26,0.298,0.386,0.685,4,2,0,7,199,35,15,157,147,1.07,1979,553
" Willingham, J",MIN,LF,145,519,85,135,30,1,35,110,76,141,3,2,0.26,0.366,0.524,0.89,4,14,0,6,272,66,15,123,141,0.87,2588,615
" Gimenez, C",TB,C,42,100,10,26,4,0,1,9,8,24,0,0,0.26,0.315,0.33,0.645,0,0,1,0,33,5,4,28,27,1.04,432,109
" Gutierrez, F",SEA,CF,40,150,18,39,10,1,4,17,9,31,3,1,0.26,0.309,0.42,0.729,0,2,1,1,63,15,5,45,42,1.07,643,163
" Cruz, N",TEX,RF,159,585,86,152,45,0,24,90,48,140,8,4,0.26,0.319,0.46,0.779,2,5,0,4,269,69,7,154,150,1.03,2466,642
" Sweeney, R",BOS,RF,63,204,22,53,19,2,0,16,12,43,0,0,0.26,0.303,0.373,0.675,0,1,1,1,76,21,1,63,48,1.31,943,219
" Cuddyer, M",COL,RF,101,358,53,93,30,2,16,58,32,78,8,3,0.26,0.317,0.489,0.806,1,0,0,4,175,48,12,123,80,1.54,1507,394
" Crisp, C",OAK,CF,120,455,68,118,25,7,11,46,45,64,39,4,0.259,0.325,0.418,0.742,0,0,6,2,190,43,9,154,136,1.13,1855,508
" Berkman, L",STL,1B,32,81,12,21,7,1,2,7,14,19,2,0,0.259,0.381,0.444,0.826,3,2,0,0,36,10,3,26,18,1.44,410,97
" Freeman, F",ATL,1B,147,540,91,140,33,2,23,94,64,129,2,0,0.259,0.34,0.456,0.796,4,7,0,9,246,58,10,132,158,0.84,2467,620
" Gonzalez, A",MIL,SS,24,81,8,21,4,0,4,15,6,15,1,1,0.259,0.326,0.457,0.783,0,2,0,0,37,8,1,17,29,0.59,314,89
" Seager, K",SEA,3B,155,594,62,154,35,1,20,86,46,110,13,5,0.259,0.316,0.423,0.738,1,5,2,4,251,56,9,145,200,0.73,2361,651
" Cedeno, R",NYM,SS,78,166,18,43,11,1,4,22,17,35,0,1,0.259,0.332,0.41,0.741,0,1,2,0,68,16,10,67,33,2.03,703,186
" Wise, D",CWS,OF,100,224,31,58,10,2,8,30,11,52,19,4,0.259,0.293,0.429,0.721,0,1,0,3,96,20,2,57,62,0.92,909,239
" Eaton, A",ARI,CF,22,85,19,22,3,2,2,5,14,15,2,3,0.259,0.382,0.412,0.794,0,3,1,0,35,7,0,35,14,2.5,408,103
" LaHair, B",CHC,RF,130,340,42,88,17,0,16,40,39,124,4,2,0.259,0.334,0.45,0.784,3,0,0,1,153,33,8,72,65,1.11,1614,380
" Kotsay, M",SD,LF,82,143,9,37,8,0,2,14,11,14,0,2,0.259,0.314,0.357,0.671,1,1,0,1,51,10,2,44,51,0.86,555,156
" Moore, S",HOU,3B,72,201,23,52,11,0,9,26,16,56,0,1,0.259,0.33,0.448,0.778,2,7,1,3,90,20,3,38,62,0.61,934,228
" Overbay, L",ATL,1B,65,116,12,30,10,0,2,10,13,34,0,0,0.259,0.331,0.397,0.727,2,0,0,1,46,12,4,33,24,1.38,536,131
" Segura, J",MIL,SS,45,151,19,39,4,3,0,14,13,23,7,1,0.258,0.315,0.325,0.64,3,0,1,1,49,7,1,64,28,2.29,572,166
" Bonifacio, E",MIA,CF,64,244,30,63,3,4,1,11,25,52,30,3,0.258,0.33,0.316,0.645,1,1,4,0,77,8,3,81,55,1.47,1163,274
" Bourgeois, J",KC,CF,30,62,10,16,2,1,0,5,4,4,5,4,0.258,0.303,0.323,0.626,0,0,0,0,20,3,1,26,17,1.53,231,66
" Ellis, M",LAD,2B,110,415,62,107,21,1,7,31,40,70,5,0,0.258,0.333,0.364,0.697,0,7,2,0,151,29,5,115,130,0.88,1927,464
" Berry, Q",DET,LF,94,291,44,75,10,6,2,29,25,80,21,0,0.258,0.33,0.354,0.684,0,7,6,1,103,18,4,104,43,2.42,1250,330
" Marte, S",PIT,LF,47,167,18,43,3,6,5,17,8,50,12,5,0.257,0.3,0.437,0.737,0,3,2,2,73,14,5,57,26,2.19,712,182
" Polanco, P",PHI,3B,90,303,28,78,15,0,2,19,18,25,0,0,0.257,0.302,0.327,0.629,1,2,4,1,99,17,7,137,75,1.83,1179,328
" Davis, R",TOR,RF,142,447,64,115,24,3,8,43,29,102,46,13,0.257,0.309,0.378,0.687,3,6,1,4,169,35,8,123,120,1.03,1768,487
" Schierholtz, N",PHI,RF,114,241,20,62,8,5,6,21,23,46,3,2,0.257,0.321,0.407,0.728,2,1,1,3,98,19,1,78,60,1.3,1076,269
" Kipnis, J",CLE,2B,152,591,86,152,22,4,14,76,67,109,31,7,0.257,0.335,0.379,0.714,2,5,3,6,224,40,12,194,157,1.24,2645,672
" Abreu, T",KC,2B,22,70,5,18,2,1,1,15,2,13,0,0,0.257,0.284,0.357,0.641,0,1,0,1,25,4,1,23,18,1.28,264,74
" Laird, B",HOU,3B,17,35,2,9,1,0,1,4,2,8,0,0,0.257,0.297,0.371,0.669,0,0,0,0,13,2,1,10,9,1.11,138,37
" Castro, J",HOU,C,87,257,29,66,15,2,6,29,31,61,0,0,0.257,0.334,0.401,0.735,2,1,2,4,103,23,8,79,65,1.22,1129,295
" Ramirez, H",LAD,SS,157,604,79,155,29,4,24,92,54,132,21,7,0.257,0.322,0.437,0.759,4,6,0,3,264,57,17,187,150,1.25,2691,667
" Ishikawa, T",MIL,1B,94,152,19,39,12,1,4,30,13,42,0,0,0.257,0.329,0.428,0.757,3,4,4,1,65,17,4,36,44,0.82,705,174
" Kinsler, I",TEX,2B,157,655,105,168,42,5,19,72,60,90,21,9,0.256,0.326,0.423,0.749,0,10,1,5,277,66,14,186,231,0.81,2902,731
" Izturis, M",LAA,3B,100,289,35,74,11,0,2,20,25,38,17,2,0.256,0.32,0.315,0.634,0,2,3,0,91,13,10,102,88,1.16,1234,319
" Utley, C",PHI,2B,83,301,48,77,15,2,11,45,43,43,11,1,0.256,0.365,0.429,0.793,7,12,0,6,129,28,4,89,102,0.87,1429,362
" Ross, D",ATL,C,62,176,18,45,7,0,9,23,18,60,1,0,0.256,0.321,0.449,0.77,0,0,0,2,79,16,5,34,44,0.77,835,196
" Victorino, S",LAD,LF,154,595,72,152,29,7,11,55,53,80,39,6,0.255,0.321,0.383,0.704,1,6,9,3,228,47,5,190,190,1,2456,666
" Lind, A",TOR,1B,93,321,28,82,14,2,11,45,29,61,0,0,0.255,0.314,0.414,0.729,1,0,0,3,133,27,10,105,86,1.22,1395,353
" Viciedo, D",CWS,LF,147,505,64,129,18,1,25,78,28,120,0,2,0.255,0.3,0.444,0.744,0,6,0,4,224,44,18,162,116,1.4,2003,543
" Fuld, S",TB,LF,44,98,14,25,3,2,0,5,8,14,7,2,0.255,0.318,0.327,0.644,0,1,0,0,32,5,0,35,24,1.46,430,107
" Sutton, D",PIT,LF,42,122,12,31,12,1,1,13,6,42,0,1,0.254,0.292,0.393,0.686,0,1,0,1,48,14,1,21,30,0.7,487,130
" Cruz, T",STL,C,51,126,11,32,9,1,1,11,3,19,0,1,0.254,0.267,0.365,0.632,0,0,0,2,46,11,4,41,40,1.03,404,131
" Hechavarria, A",TOR,SS,41,126,10,32,8,0,2,15,4,32,0,0,0.254,0.28,0.365,0.645,0,1,5,1,46,10,2,42,28,1.5,493,137
" Paulino, R",BAL,C,20,63,5,16,3,0,0,5,1,9,0,0,0.254,0.266,0.302,0.567,0,0,0,0,19,3,6,36,8,4.5,230,64
" Barney, D",CHC,2B,156,548,73,139,26,4,7,44,33,58,6,1,0.254,0.299,0.354,0.653,1,3,3,1,194,37,11,203,163,1.25,2062,588
" Wallace, B",HOU,1B,66,229,24,58,10,1,9,24,18,73,0,0,0.253,0.323,0.424,0.746,1,6,0,1,97,20,2,43,58,0.74,997,254
" Robinson, S",STL,RF,102,166,20,42,8,0,3,16,14,32,1,0,0.253,0.309,0.355,0.665,2,0,0,1,59,11,5,58,40,1.45,670,181
" Kubel, J",ARI,LF,141,506,75,128,30,4,30,90,57,151,1,1,0.253,0.327,0.506,0.833,7,2,0,6,256,64,11,112,132,0.85,2425,571
" Pence, H",SF,RF,160,617,87,156,26,4,24,104,56,145,5,2,0.253,0.319,0.425,0.743,2,7,1,7,262,54,14,194,144,1.35,2638,688
" Escobar, Y",TOR,SS,145,558,58,141,22,1,9,51,35,70,5,1,0.253,0.3,0.344,0.644,1,4,7,4,192,32,21,241,138,1.75,2104,608
" Santana, C",CLE,3B,143,507,72,128,27,2,18,76,91,101,3,5,0.252,0.365,0.42,0.785,4,3,0,8,213,47,21,161,146,1.1,2602,609
" Bruce, J",CIN,RF,155,560,89,141,35,5,34,99,62,155,9,3,0.252,0.327,0.514,0.841,11,4,0,7,288,74,5,122,154,0.79,2444,633
" Nieuwenhuis, K",NYM,CF,91,282,40,71,12,1,7,28,25,98,4,4,0.252,0.315,0.376,0.691,0,2,3,2,106,20,2,74,46,1.61,1321,314
" Callaspo, A",LAA,3B,138,457,55,115,20,0,10,53,56,59,4,3,0.252,0.331,0.361,0.692,1,0,3,4,165,30,6,147,149,0.99,1970,520
" Mastroianni, D",MIN,LF,77,163,22,41,3,2,3,17,18,45,21,3,0.252,0.328,0.35,0.678,0,1,3,1,57,8,4,50,35,1.43,763,186
" Thome, J",BAL,DH,58,163,17,41,7,0,8,25,22,61,0,0,0.252,0.344,0.442,0.786,3,1,0,0,72,15,6,53,14,3.79,759,186
" Herrera, E",LAD,LF,67,187,26,47,10,1,1,17,23,50,4,2,0.251,0.34,0.332,0.671,0,2,2,0,62,12,5,68,29,2.34,844,214
" Teixeira, M",NYY,1B,123,451,66,113,27,1,24,84,54,83,2,1,0.251,0.332,0.475,0.807,1,7,0,12,214,52,11,136,142,0.96,2114,524
" Anderson, B",STL,C,10,12,2,3,1,0,0,0,1,6,1,0,0.25,0.357,0.333,0.69,0,1,0,0,4,1,0,1,2,0.5,62,14
" Aviles, M",TOR,SS,136,512,57,128,28,0,13,60,23,77,14,6,0.25,0.282,0.381,0.663,0,2,3,6,195,41,6,148,174,0.85,1971,546
" Chatwood, T",COL,P,23,16,1,4,1,0,0,1,1,3,0,0,0.25,0.294,0.313,0.607,0,0,6,0,5,1,0,13,2,6.5,61,23
" Constanza, J",ATL,LF,37,76,8,19,2,0,0,4,8,21,5,2,0.25,0.321,0.276,0.598,2,0,2,0,21,2,0,33,5,6.6,336,86
" Feldman, S",TEX,P,2,4,0,1,0,0,0,1,0,2,0,0,0.25,0.25,0.25,0.5,0,0,1,0,1,0,0,1,1,1,23,5
" Fryer, E",PIT,C,6,4,0,1,0,0,0,0,1,1,0,0,0.25,0.4,0.25,0.65,0,0,0,0,1,0,0,0,2,0,25,5
" Garcia, J",STL,P,20,40,7,10,1,1,1,3,2,15,0,0,0.25,0.286,0.4,0.686,0,0,4,0,16,3,1,14,6,2.33,152,46
" Gomez, J",CLE,P,2,4,0,1,0,0,0,0,0,1,0,0,0.25,0.25,0.25,0.5,0,0,0,0,1,0,0,1,1,1,15,4
" Hermida, J",SD,RF,13,24,2,6,1,1,0,2,3,7,1,0,0.25,0.333,0.375,0.708,1,0,0,0,9,2,0,7,4,1.75,121,27
" Holaday, B",DET,C,6,12,3,3,1,0,0,0,0,2,0,0,0.25,0.25,0.333,0.583,0,0,1,0,4,1,0,7,1,7,43,13
" Johnson, R",NYM,C,17,52,3,13,2,0,0,4,4,10,0,0,0.25,0.298,0.288,0.587,2,0,1,1,15,2,2,20,13,1.54,229,58
" Lin, C",HOU,CF,9,12,1,3,0,0,0,0,0,5,0,0,0.25,0.25,0.25,0.5,0,0,0,0,3,0,0,4,0,*.**,56,12
" Matusz, B",BAL,P,2,4,0,1,0,0,0,0,0,2,0,0,0.25,0.25,0.25,0.5,0,0,0,0,1,0,0,1,0,*.**,15,4
" Maysonet, E",MIL,SS,30,60,7,15,1,1,1,4,3,9,1,0,0.25,0.297,0.35,0.647,0,1,2,0,21,3,1,17,22,0.77,251,66
" Negron, K",CIN,CF,4,4,2,1,0,0,0,0,1,2,0,0,0.25,0.4,0.25,0.65,0,0,0,0,1,0,0,1,0,*.**,18,5
" Pena, R",NYY,SS,3,4,0,1,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,0,1,0,0,2,1,2,10,4
" Pettitte, A",NYY,P,3,4,0,1,0,0,0,0,0,2,0,0,0.25,0.25,0.25,0.5,0,0,1,0,1,0,0,1,1,1,15,5
" Rollins, J",PHI,SS,156,632,102,158,33,5,23,68,62,96,30,5,0.25,0.316,0.427,0.743,2,0,2,3,270,61,9,183,209,0.88,2599,699
" Schwinden, C",NYM,P,3,4,0,1,0,0,0,1,0,1,0,0,0.25,0.25,0.25,0.5,0,0,0,0,1,0,0,0,2,0,8,4
" Snider, T",PIT,RF,60,164,23,41,7,1,4,17,17,48,2,0,0.25,0.319,0.378,0.697,0,1,0,3,62,12,2,50,30,1.67,723,185
" Stults, E",SD,P,18,28,3,7,2,0,0,3,0,10,0,0,0.25,0.25,0.321,0.571,0,0,6,0,9,2,1,12,6,2,108,34
" Wells, R",CHC,P,10,4,0,1,0,0,0,0,0,2,0,0,0.25,0.25,0.25,0.5,0,0,0,0,1,0,0,0,1,0,20,4
" Wieland, J",SD,P,5,8,0,2,1,0,0,2,0,2,0,0,0.25,0.25,0.375,0.625,0,0,0,0,3,1,0,2,2,1,26,8
" Williams, J",LAA,P,1,4,1,1,1,0,0,0,0,0,0,0,0.25,0.25,0.5,0.75,0,0,0,0,2,1,0,2,1,2,12,4
" Ziegler, B",ARI,P,73,4,1,1,0,0,0,0,0,2,0,0,0.25,0.25,0.25,0.5,0,0,0,0,1,0,0,1,0,*.**,14,4
" Wieters, M",BAL,C,144,526,67,131,27,1,23,83,60,112,3,0,0.249,0.329,0.435,0.764,4,4,0,3,229,51,17,170,133,1.28,2290,593
" Loney, J",BOS,1B,144,434,37,108,20,0,6,41,28,51,0,3,0.249,0.293,0.336,0.63,7,0,1,2,146,26,21,162,137,1.18,1704,465
" McDonald, J",ARI,SS,70,197,16,49,9,0,6,22,12,33,0,1,0.249,0.295,0.386,0.681,5,1,2,0,76,15,3,59,61,0.97,757,213
" Crawford, B",SF,SS,143,435,44,108,26,3,4,45,33,95,1,4,0.248,0.304,0.349,0.653,6,3,2,3,152,33,4,135,106,1.27,1825,476
" Kratz, E",PHI,C,50,141,14,35,9,0,9,26,11,34,0,0,0.248,0.306,0.504,0.809,2,2,0,3,71,18,2,36,41,0.88,584,157
" Espinosa, D",WSH,2B,160,594,82,147,37,2,17,56,46,189,20,6,0.247,0.315,0.402,0.717,4,13,3,2,239,56,11,151,123,1.23,2522,658
" Guzman, J",SD,LF,120,287,32,71,18,2,9,48,29,71,3,3,0.247,0.319,0.418,0.737,3,2,1,2,120,29,2,76,76,1,1303,321
" Pollock, A",ARI,CF,31,81,8,20,4,1,2,8,9,11,1,2,0.247,0.315,0.395,0.71,1,0,1,2,32,7,2,33,22,1.5,365,93
" Saunders, M",SEA,CF,139,507,71,125,31,3,19,57,43,132,21,4,0.247,0.306,0.432,0.738,0,1,1,1,219,53,6,136,122,1.11,2181,553
" Gamel, M",MIL,1B,21,69,10,17,2,1,1,6,4,15,3,0,0.246,0.293,0.348,0.641,0,1,0,1,24,4,0,17,21,0.81,265,75
