Player,Team,Pos,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG¡¿,OBP,SLG,OPS
" Peralta, W",MIL,P,7,12,0,3,0,0,0,1,1,3,0,0,0.25,0.308,0.25,0.558
" Peraza, J",CIN,2B,38,152,18,38,5,2,0,10,4,19,8,1,0.25,0.283,0.309,0.592
" Perdomo, L",SD,P,5,8,1,2,1,1,0,1,0,3,0,0,0.25,0.25,0.625,0.875
" Revere, B",LAA,LF,28,84,12,21,5,2,1,3,1,14,3,0,0.25,0.259,0.393,0.652
" Rusin, C",COL,P,12,4,0,1,0,0,0,0,0,1,0,0,0.25,0.25,0.25,0.5
" Saunders, M",PHI,RF,37,128,19,32,6,2,4,15,8,30,0,1,0.25,0.299,0.422,0.721
" Segedin, R",LAD,1B,2,4,1,1,0,0,0,0,0,2,0,0,0.25,0.25,0.25,0.5
" Syndergaard, N",NYM,P,5,8,0,2,0,0,0,0,3,4,0,0,0.25,0.455,0.25,0.705
" Seager, K",SEA,3B,39,141,14,35,5,1,4,22,19,28,0,0,0.248,0.335,0.383,0.718
" Beltran, C",HOU,DH,36,137,17,34,9,0,3,12,6,35,0,0,0.248,0.288,0.38,0.667
" Headley, C",NYY,3B,37,137,22,34,9,1,3,17,15,38,5,0,0.248,0.327,0.394,0.721
" Bell, J",PIT,1B,41,125,18,31,7,0,9,18,16,28,1,1,0.248,0.338,0.52,0.858
" Polanco, J",MIN,SS,33,125,14,31,9,0,2,16,11,13,2,0,0.248,0.304,0.368,0.672
" Upton, J",DET,LF,36,125,24,31,7,0,8,20,22,44,3,2,0.248,0.365,0.496,0.861
" Baez, J",CHC,2B,36,117,18,29,6,1,6,19,6,32,2,1,0.248,0.288,0.47,0.758
" Cabrera, M",DET,1B,28,105,12,26,4,0,4,15,14,29,0,1,0.248,0.342,0.4,0.742
" Pujols, A",LAA,DH,40,162,12,40,5,0,5,32,11,30,1,0,0.247,0.293,0.37,0.663
" Gomez, C",TEX,CF,38,142,19,35,11,1,4,13,16,44,5,2,0.246,0.331,0.423,0.754
" Morrison, L",TB,1B,40,134,20,33,5,0,11,27,17,39,0,0,0.246,0.331,0.53,0.861
" Gordon, D",MIA,2B,39,159,19,39,5,2,0,5,7,23,12,2,0.245,0.302,0.302,0.604
" Puig, Y",LAD,RF,40,147,20,36,4,0,8,24,17,30,5,2,0.245,0.319,0.435,0.755
" Merrifield, W",KC,2B,25,90,10,22,1,1,4,9,6,17,2,0,0.244,0.303,0.411,0.714
" Carpenter, M",STL,1B,35,119,21,29,4,1,8,25,31,36,0,1,0.244,0.396,0.496,0.892
" Zobrist, B",CHC,2B,35,119,14,29,6,1,3,14,18,23,0,0,0.244,0.348,0.387,0.734
" Pence, H",SF,RF,37,136,14,33,2,1,3,16,9,31,0,0,0.243,0.289,0.338,0.627
" Trumbo, M",BAL,DH,39,161,23,39,6,0,5,19,10,34,1,0,0.242,0.287,0.373,0.659
" Herrera, O",PHI,CF,38,149,15,36,10,0,3,13,11,41,4,2,0.242,0.298,0.369,0.667
" Ruggiano, J",SF,CF,9,29,1,7,0,0,1,2,1,8,1,0,0.241,0.281,0.345,0.626
" Galvis, F",PHI,SS,38,137,14,33,6,3,4,24,9,24,3,1,0.241,0.287,0.416,0.703
" Marte, S",PIT,CF,13,54,7,13,1,0,2,7,3,17,2,2,0.241,0.288,0.37,0.659
" Piscotty, S",STL,RF,25,79,10,19,5,0,2,11,16,18,1,4,0.241,0.378,0.38,0.757
" Kinsler, I",DET,2B,33,129,25,31,5,1,3,10,19,19,1,2,0.24,0.342,0.364,0.707
" Simmons, A",LAA,SS,42,154,14,37,4,0,3,13,14,22,4,2,0.24,0.306,0.325,0.631
" Tomlinson, K",SF,2B,15,25,1,6,0,0,0,1,1,6,2,0,0.24,0.269,0.24,0.509
" Grichuk, R",STL,LF,37,134,17,32,11,0,4,15,11,42,4,1,0.239,0.299,0.41,0.71
" Solarte, Y",SD,2B,43,151,15,36,7,0,3,21,14,18,2,0,0.238,0.316,0.344,0.66
" Moore, T",MIA,1B,15,21,1,5,1,0,1,4,0,8,0,0,0.238,0.238,0.429,0.667
" Szczur, M",SD,LF,23,42,4,10,3,0,1,6,4,8,0,0,0.238,0.298,0.381,0.679
" Leon, S",BOS,C,23,80,11,19,3,0,4,13,4,15,0,0,0.238,0.274,0.425,0.699
" Garcia, A",ATL,3B,34,135,15,32,3,0,4,16,6,19,2,0,0.237,0.278,0.348,0.626
" Valencia, D",SEA,1B,38,135,13,32,6,1,4,16,14,35,1,1,0.237,0.307,0.385,0.692
" Turner, T",WSH,SS,30,127,22,30,9,1,4,18,5,34,8,1,0.236,0.269,0.417,0.686
" Cabrera, M",CWS,LF,36,140,18,33,5,0,2,16,10,17,0,0,0.236,0.283,0.314,0.597
" Schebler, S",CIN,RF,38,140,17,33,7,0,10,21,12,31,3,1,0.236,0.314,0.5,0.814
" Martinez, C",STL,P,7,17,1,4,2,0,0,5,0,4,0,0,0.235,0.235,0.353,0.588
" Naquin, T",CLE,CF,6,17,3,4,1,0,0,0,1,5,0,0,0.235,0.278,0.294,0.572
" Kim, H",BAL,LF,18,47,5,11,1,0,1,3,5,11,0,0,0.234,0.321,0.319,0.64
" Valaika, P",COL,3B,22,47,9,11,4,0,3,9,2,11,0,0,0.234,0.265,0.511,0.776
" Flaherty, R",BAL,SS,13,30,4,7,1,0,0,3,3,7,0,0,0.233,0.324,0.267,0.59
" Collins, T",DET,RF,31,103,16,24,4,0,4,12,11,30,0,3,0.233,0.307,0.388,0.695
" Hernandez, E",LAD,CF,35,73,12,17,11,1,2,11,8,14,1,0,0.233,0.305,0.493,0.798
" Longoria, E",TB,3B,41,164,20,38,11,0,5,19,17,40,0,0,0.232,0.299,0.39,0.689
" Norris, D",TB,C,32,108,12,25,4,0,3,12,9,30,1,0,0.231,0.298,0.352,0.649
" Maybin, C",LAA,LF,34,121,20,28,7,0,1,9,20,26,9,0,0.231,0.345,0.314,0.659
" Dozier, B",MIN,2B,33,130,16,30,6,0,5,13,19,28,6,5,0.231,0.336,0.392,0.728
" Suzuki, K",ATL,C,20,52,6,12,2,0,2,11,7,10,0,0,0.231,0.364,0.385,0.748
" Kiermaier, K",TB,CF,43,157,21,36,5,1,3,11,19,45,6,3,0.229,0.32,0.331,0.651
" Belt, B",SF,1B,40,144,22,33,8,1,8,18,28,45,1,0,0.229,0.355,0.465,0.82
" Fowler, D",STL,CF,34,118,20,27,4,3,5,14,18,31,1,0,0.229,0.333,0.441,0.774
" Escobar, E",MIN,3B,23,70,10,16,3,0,4,12,6,15,0,0,0.229,0.299,0.443,0.742
" Hundley, N",SF,C,25,70,7,16,9,0,0,4,3,17,0,0,0.229,0.257,0.357,0.614
" Contreras, W",CHC,C,35,114,13,26,7,0,4,17,10,35,0,1,0.228,0.296,0.395,0.691
" Blanco, A",PHI,1B,19,31,1,7,1,0,1,3,3,7,0,0,0.226,0.294,0.355,0.649
" Romine, A",DET,1B,30,93,16,21,6,1,2,10,7,17,1,3,0.226,0.294,0.376,0.67
" Santana, C",CLE,1B,39,155,21,35,11,1,4,21,24,21,2,0,0.226,0.333,0.387,0.72
" Cervelli, F",PIT,C,33,111,15,25,9,1,3,16,13,22,0,2,0.225,0.31,0.405,0.715
" Motter, T",SEA,SS,35,111,14,25,10,0,5,15,11,31,4,0,0.225,0.295,0.45,0.746
" Castellanos, N",DET,3B,39,156,20,35,10,3,3,22,15,47,1,1,0.224,0.299,0.385,0.683
" Machado, M",BAL,3B,38,152,20,34,6,0,9,23,19,35,2,1,0.224,0.308,0.441,0.749
" Rizzo, A",CHC,1B,39,152,19,34,6,0,7,22,25,25,4,0,0.224,0.362,0.401,0.763
" Davidson, M",CWS,3B,28,90,13,20,2,1,7,19,7,37,0,1,0.222,0.276,0.5,0.776
" Diaz, E",PIT,C,4,9,1,2,1,0,0,0,2,2,0,0,0.222,0.364,0.333,0.697
" Drew, S",WSH,3B,8,18,3,4,1,0,0,4,1,4,0,0,0.222,0.25,0.278,0.528
" Dyson, J",SEA,LF,39,126,24,28,5,1,2,11,12,17,12,2,0.222,0.324,0.325,0.65
" Garcia, W",CWS,RF,10,27,4,6,1,0,0,2,3,9,0,0,0.222,0.3,0.259,0.559
" Glasnow, T",PIT,P,8,9,1,2,0,0,0,3,4,3,0,0,0.222,0.462,0.222,0.684
" Machado, D",DET,SS,14,27,3,6,0,0,0,0,3,3,0,0,0.222,0.3,0.222,0.522
" Ohlman, M",TOR,C,4,9,0,2,0,0,0,1,0,3,0,0,0.222,0.222,0.222,0.444
" Osuna, J",PIT,RF,26,63,9,14,3,2,2,9,4,11,0,0,0.222,0.29,0.429,0.718
" Almonte, A",CLE,RF,33,86,13,19,3,2,1,6,12,28,1,1,0.221,0.323,0.337,0.66
" Carter, C",NYY,1B,27,77,10,17,2,1,2,11,8,33,0,0,0.221,0.299,0.351,0.649
" Duda, L",NYM,1B,19,59,6,13,3,0,4,7,12,20,0,0,0.22,0.361,0.475,0.836
" Iannetta, C",ARI,C,20,59,7,13,1,0,3,6,4,17,0,0,0.22,0.292,0.39,0.682
" Vargas, K",MIN,DH,16,59,7,13,2,0,4,13,2,16,0,0,0.22,0.242,0.458,0.7
" Davis, R",OAK,CF,30,109,14,24,7,1,1,9,9,18,4,4,0.22,0.277,0.33,0.608
" McCutchen, A",PIT,RF,40,150,19,33,7,1,6,19,15,29,5,1,0.22,0.289,0.4,0.689
" Ngoepe, G",PIT,SS,18,41,6,9,1,1,0,4,8,20,0,0,0.22,0.347,0.293,0.64
" Calhoun, K",LAA,RF,41,160,19,35,5,0,5,14,14,42,1,0,0.219,0.29,0.344,0.634
" Rickard, J",BAL,LF,21,55,7,12,3,0,1,4,2,15,3,1,0.218,0.246,0.327,0.573
" Vogt, S",OAK,C,33,101,8,22,6,1,2,8,8,20,0,1,0.218,0.273,0.356,0.629
" Arcia, O",MIL,SS,39,129,18,28,4,1,4,15,9,27,1,3,0.217,0.268,0.357,0.625
" Davis, K",OAK,LF,39,143,21,31,3,0,12,22,19,49,1,0,0.217,0.309,0.49,0.799
" Cron, C",LAA,1B,21,74,5,16,3,0,0,4,3,17,0,0,0.216,0.263,0.257,0.519
" Utley, C",LAD,2B,33,74,10,16,3,2,0,8,11,14,2,1,0.216,0.314,0.311,0.625
" Dietrich, D",MIA,3B,35,88,7,19,4,1,1,9,8,20,0,0,0.216,0.337,0.318,0.655
" Franco, M",PHI,3B,37,139,14,30,5,0,6,28,13,22,0,0,0.216,0.282,0.381,0.663
" Bautista, J",TOR,RF,42,153,26,33,8,0,6,19,26,49,2,0,0.216,0.337,0.386,0.723
" Stassi, B",PHI,1B,25,51,4,11,2,1,2,6,5,13,0,0,0.216,0.286,0.412,0.697
" Russell, A",CHC,SS,38,144,25,31,7,2,3,18,13,31,2,0,0.215,0.285,0.354,0.639
" Hedges, A",SD,C,40,126,15,27,5,0,8,20,10,36,0,1,0.214,0.275,0.444,0.72
" Renfroe, H",SD,RF,42,154,14,33,7,0,8,18,12,45,1,0,0.214,0.271,0.416,0.687
" Richard, C",SD,P,8,14,0,3,0,0,0,0,0,7,0,0,0.214,0.267,0.214,0.481
" Velasquez, V",PHI,P,8,14,1,3,0,0,0,1,0,1,0,0,0.214,0.214,0.214,0.429
" Villar, J",MIL,2B,42,164,20,35,6,0,5,22,15,53,8,3,0.213,0.279,0.341,0.621
" Sandoval, P",BOS,3B,17,61,7,13,1,0,3,10,5,13,0,1,0.213,0.269,0.377,0.646
" Leake, M",STL,P,8,19,2,4,1,0,0,2,0,3,0,0,0.211,0.211,0.263,0.474
" Maxwell, B",OAK,C,9,19,2,4,0,0,0,0,3,6,0,0,0.211,0.318,0.211,0.529
" Mercer, J",PIT,SS,40,133,13,28,3,0,2,11,21,22,0,3,0.211,0.318,0.278,0.596
" Pederson, J",LAD,CF,31,95,13,20,6,0,1,10,12,29,0,1,0.211,0.315,0.305,0.621
" Weeks Jr., R",TB,1B,27,76,13,16,5,0,2,6,9,40,1,0,0.211,0.318,0.355,0.673
" Gonzalez, C",COL,RF,37,138,15,29,8,0,2,11,14,35,0,0,0.21,0.279,0.312,0.591
" Peterson, J",ATL,LF,31,81,4,17,4,1,0,7,11,20,2,0,0.21,0.312,0.284,0.596
" Arroyo, C",SF,3B,23,86,7,18,2,0,3,10,7,23,1,2,0.209,0.266,0.337,0.603
" Travis, D",TOR,2B,36,129,14,27,14,0,1,10,7,26,4,1,0.209,0.254,0.341,0.595
" Lagares, J",NYM,CF,25,48,8,10,2,0,1,2,5,9,0,0,0.208,0.296,0.313,0.609
" Aybar, E",SD,SS,38,126,15,26,4,0,4,8,12,22,4,1,0.206,0.279,0.333,0.612
" Garneau, D",COL,C,22,68,5,14,7,0,1,6,4,24,0,0,0.206,0.26,0.353,0.613
" Riddle, J",MIA,SS,17,34,2,7,1,0,1,4,2,11,0,0,0.206,0.237,0.324,0.56
" Iglesias, J",DET,SS,31,112,14,23,8,1,1,9,4,19,3,0,0.205,0.233,0.321,0.554
" Phegley, J",OAK,C,14,39,4,8,4,0,1,4,0,5,0,0,0.205,0.205,0.385,0.59
" Pearce, S",TOR,LF,27,83,7,17,2,0,4,10,5,24,0,0,0.205,0.256,0.373,0.629
" Bradley Jr., J",BOS,CF,25,88,9,18,1,1,4,10,9,22,2,0,0.205,0.276,0.375,0.651
" Kipnis, J",CLE,2B,23,88,7,18,4,0,2,12,4,20,2,0,0.205,0.237,0.318,0.555
" Miller, B",TB,2B,39,132,21,27,3,3,2,14,30,45,3,1,0.205,0.35,0.318,0.668
" Valbuena, L",LAA,3B,14,44,4,9,0,0,2,5,6,12,0,1,0.205,0.3,0.341,0.641
" Bourjos, P",TB,LF,30,49,6,10,2,0,2,6,4,15,2,1,0.204,0.264,0.367,0.631
" D'Arnaud, T",NYM,C,22,59,10,12,2,1,4,16,6,11,0,0,0.203,0.288,0.475,0.762
" Diaz, Y",CLE,3B,18,64,9,13,1,0,0,3,6,17,0,0,0.203,0.268,0.219,0.486
" Narvaez, O",CWS,C,21,64,7,13,2,0,0,3,14,10,0,0,0.203,0.346,0.234,0.581
" Encarnacion, E",CLE,DH,39,138,14,28,2,0,6,14,27,48,1,0,0.203,0.343,0.348,0.691
" McCann, J",DET,C,28,94,12,19,2,0,7,16,12,29,0,0,0.202,0.29,0.447,0.737
" Saladino, T",CWS,2B,28,104,10,21,4,2,0,4,13,34,2,3,0.202,0.308,0.279,0.587
" Odor, R",TEX,2B,42,164,20,33,6,1,6,19,10,34,4,4,0.201,0.256,0.36,0.615
" Castro, J",MIN,C,27,90,9,18,5,0,3,11,15,26,0,0,0.2,0.321,0.356,0.676
" Coghlan, C",TOR,3B,25,55,4,11,2,0,1,5,5,17,0,0,0.2,0.286,0.291,0.577
" Davis, R",CIN,P,5,5,0,1,1,0,0,0,0,4,0,0,0.2,0.333,0.4,0.733
" Decker, J",OAK,CF,17,50,4,10,1,1,0,1,8,17,1,1,0.2,0.322,0.26,0.582
" Fuentes, R",ARI,CF,3,10,1,2,0,1,0,0,0,4,0,0,0.2,0.2,0.4,0.6
" Goodwin, B",WSH,RF,9,15,1,3,2,0,0,2,1,3,1,0,0.2,0.25,0.333,0.583
" Joyce, M",OAK,RF,36,120,12,24,6,0,5,17,12,29,1,1,0.2,0.274,0.375,0.649
" LeBlanc, W",PIT,P,14,5,0,1,0,0,0,1,0,3,0,0,0.2,0.2,0.2,0.4
" Lorenzen, M",CIN,P,19,5,1,1,0,0,1,1,0,1,0,0,0.2,0.2,0.8,1
" Frazier, T",CWS,3B,31,111,15,22,7,0,4,15,14,24,3,1,0.198,0.289,0.369,0.658
" Martin, R",TOR,C,23,76,13,15,2,0,3,7,19,28,0,1,0.197,0.365,0.342,0.707
" Difo, W",WSH,SS,26,61,6,12,2,0,1,5,5,12,0,1,0.197,0.269,0.279,0.547
" Rua, R",TEX,LF,29,61,9,12,1,0,3,11,6,22,2,1,0.197,0.269,0.361,0.629
" Franklin, N",MIL,LF,28,51,3,10,1,1,1,6,2,12,1,0,0.196,0.226,0.314,0.54
" Hardy, J",BAL,SS,36,138,10,27,4,1,2,13,6,28,0,0,0.196,0.229,0.283,0.512
" Gimenez, C",MIN,C,16,41,2,8,3,0,0,2,7,14,0,0,0.195,0.327,0.268,0.595
" Mahtook, M",DET,RF,18,41,4,8,3,0,1,5,3,13,0,0,0.195,0.267,0.341,0.608
" Reyes, J",NYM,3B,39,139,20,27,7,1,3,13,15,21,4,0,0.194,0.271,0.324,0.595
" Marte, J",LAA,1B,25,73,5,14,4,0,2,10,6,20,0,0,0.192,0.259,0.329,0.588
" Goins, R",TOR,SS,36,105,9,20,3,0,3,13,8,21,1,0,0.19,0.246,0.305,0.55
" Kershaw, C",LAD,P,9,21,4,4,0,0,0,1,1,3,0,0,0.19,0.227,0.19,0.418
" Soto, G",CWS,C,13,42,5,8,0,0,3,9,4,10,0,0,0.19,0.271,0.405,0.676
" Swanson, D",ATL,SS,37,137,14,26,2,0,3,12,14,41,1,0,0.19,0.261,0.27,0.532
" Scherzer, M",WSH,P,7,16,0,3,0,0,0,1,0,4,0,0,0.188,0.188,0.188,0.375
" Schwarber, K",CHC,LF,37,144,19,27,7,0,6,17,24,46,0,0,0.188,0.312,0.361,0.673
" Gallo, J",TEX,3B,42,134,28,25,4,1,12,27,20,61,4,0,0.187,0.306,0.5,0.806
" Fryer, E",STL,C,14,27,2,5,2,0,0,1,3,7,0,0,0.185,0.267,0.259,0.526
" Herrmann, C",ARI,LF,30,54,7,10,1,0,3,8,7,13,0,0,0.185,0.279,0.37,0.649
" Morse, M",SF,LF,15,27,1,5,1,0,1,3,1,11,0,0,0.185,0.207,0.333,0.54
" Escobar, A",KC,SS,40,147,11,27,8,0,0,7,5,31,0,0,0.184,0.214,0.238,0.452
" Robertson, D",TB,SS,24,60,6,11,0,0,3,6,12,22,1,0,0.183,0.329,0.333,0.662
" Mathis, J",ARI,C,23,71,5,13,5,1,2,5,3,21,0,0,0.183,0.216,0.366,0.582
" Cain, M",SF,P,7,11,1,2,1,0,0,0,0,7,0,0,0.182,0.182,0.273,0.455
" Guyer, B",CLE,LF,21,55,4,10,3,0,1,5,0,15,0,0,0.182,0.237,0.291,0.528
" Powell, B",SEA,CF,6,11,1,2,0,0,0,1,2,2,0,0,0.182,0.308,0.182,0.49
" Napoli, M",TEX,1B,39,144,16,26,5,0,8,21,11,47,0,0,0.181,0.25,0.382,0.632
" Story, T",COL,SS,33,111,18,20,6,0,6,15,17,48,1,0,0.18,0.289,0.396,0.685
" Buxton, B",MIN,CF,34,107,11,19,3,1,2,5,11,41,4,0,0.178,0.261,0.28,0.541
" Descalso, D",ARI,2B,34,62,9,11,1,0,3,9,10,16,1,0,0.177,0.311,0.339,0.65
" Moss, B",KC,DH,28,96,11,17,2,0,6,9,10,38,1,0,0.177,0.252,0.385,0.638
" Bonifacio, E",ATL,LF,28,29,2,5,1,1,0,3,1,8,0,0,0.172,0.194,0.276,0.469
" Semien, M",OAK,SS,11,35,5,6,2,0,0,1,10,11,4,0,0.171,0.37,0.229,0.598
" Sardinas, L",SD,3B,27,47,3,8,0,0,0,1,3,10,1,0,0.17,0.22,0.17,0.39
" Hernandez, G",SF,CF,37,89,5,15,5,0,0,7,8,23,2,0,0.169,0.245,0.225,0.47
" Gordon, A",KC,LF,37,131,10,22,5,0,0,7,15,31,1,1,0.168,0.283,0.206,0.489
" Arrieta, J",CHC,P,8,18,0,3,0,1,0,2,0,9,0,0,0.167,0.167,0.278,0.444
" Camargo, J",ATL,2B,7,6,0,1,0,0,0,1,0,3,0,0,0.167,0.167,0.167,0.333
" Godley, Z",ARI,P,3,6,0,1,0,0,0,0,1,4,0,0,0.167,0.286,0.167,0.452
" Nola, A",PHI,P,3,6,2,1,0,0,0,0,1,1,0,0,0.167,0.286,0.167,0.452
" Pivetta, N",PHI,P,3,6,1,1,0,0,0,0,0,4,0,0,0.167,0.167,0.167,0.333
" Robertson, D",CLE,LF,2,6,1,1,0,0,0,1,0,0,0,0,0.167,0.167,0.167,0.333
" Suzuki, I",MIA,RF,33,48,3,8,2,0,1,1,3,12,0,0,0.167,0.216,0.271,0.487
" Urias, J",LAD,P,4,6,0,1,0,0,0,0,0,4,0,0,0.167,0.167,0.167,0.333
" Zunino, M",SEA,C,24,72,8,12,5,0,0,2,6,30,0,0,0.167,0.25,0.236,0.486
" Jaso, J",PIT,1B,38,79,8,13,5,0,3,7,13,20,1,0,0.165,0.283,0.342,0.624
" Hanson, A",PIT,2B,28,43,7,7,0,2,0,1,2,7,2,0,0.163,0.2,0.256,0.456
" Gentry, C",BAL,LF,33,37,8,6,1,0,1,4,5,15,3,0,0.162,0.256,0.27,0.526
" Soler, J",KC,LF,12,37,3,6,2,0,1,2,7,11,0,0,0.162,0.295,0.297,0.593
" Jankowski, T",SD,LF,17,50,7,8,1,0,0,0,7,21,2,0,0.16,0.263,0.18,0.443
" Granderson, C",NYM,CF,38,132,18,21,8,1,3,13,12,33,1,0,0.159,0.228,0.303,0.531
" Colon, C",MIA,2B,8,19,1,3,0,0,0,0,1,3,0,0,0.158,0.2,0.158,0.358
" Schimpf, R",SD,3B,39,122,16,19,2,0,9,18,23,51,0,0,0.156,0.286,0.393,0.679
" Freeland, K",COL,P,7,13,0,2,0,0,0,0,0,7,0,0,0.154,0.154,0.154,0.308
" Marrero, D",BOS,2B,11,26,7,4,2,0,0,2,1,8,0,0,0.154,0.185,0.231,0.416
" Reynolds, M",NYM,SS,10,13,2,2,0,0,0,0,2,6,0,0,0.154,0.267,0.154,0.421
" Turner, S",CIN,C,12,26,0,4,3,0,0,3,1,8,0,0,0.154,0.179,0.269,0.448
" Espinosa, D",LAA,2B,39,125,16,19,5,0,4,15,11,46,0,1,0.152,0.236,0.288,0.524
" Jones, J",DET,CF,16,40,4,6,1,1,1,4,4,19,1,1,0.15,0.244,0.3,0.544
" Plawecki, K",NYM,C,9,20,1,3,1,0,0,4,2,4,0,0,0.15,0.25,0.2,0.45
" Orlando, P",KC,RF,14,47,4,7,0,0,0,2,1,15,1,1,0.149,0.184,0.149,0.333
" Perez, R",CLE,C,15,47,3,7,1,0,0,5,3,11,0,1,0.149,0.196,0.17,0.366
" Anderson, B",CHC,P,6,7,0,1,0,0,0,1,1,3,0,0,0.143,0.25,0.143,0.393
" Bethancourt, C",SD,C,8,7,0,1,0,0,0,0,0,3,0,0,0.143,0.143,0.143,0.286
" Blach, T",SF,P,11,7,1,1,1,0,0,1,0,3,0,0,0.143,0.125,0.286,0.411
" Candelario, J",CHC,3B,6,21,1,3,1,0,0,2,1,6,0,0,0.143,0.182,0.19,0.372
" Cardullo, S",COL,LF,15,28,2,4,0,0,0,3,3,7,0,0,0.143,0.25,0.143,0.393
" Conley, A",MIA,P,6,7,0,1,0,0,0,0,0,3,0,0,0.143,0.143,0.143,0.286
" Cuthbert, C",KC,3B,17,49,1,7,2,0,1,3,2,12,0,0,0.143,0.176,0.245,0.421
" Hendricks, K",CHC,P,8,14,1,2,0,0,0,2,0,7,0,0,0.143,0.143,0.143,0.286
" Marquez, G",COL,P,4,7,0,1,0,0,0,2,0,2,0,0,0.143,0.143,0.143,0.286
" Parker, J",SF,LF,9,21,1,3,0,1,0,2,2,10,0,0,0.143,0.217,0.238,0.455
" Recker, A",ATL,C,6,7,1,1,0,0,0,0,0,1,0,0,0.143,0.143,0.143,0.286
" Roark, T",WSH,P,9,14,0,2,1,0,0,0,1,4,0,0,0.143,0.2,0.214,0.414
" Vogelbach, D",SEA,1B,6,14,0,2,0,0,0,1,3,4,0,0,0.143,0.294,0.143,0.437
" Wheeler, Z",NYM,P,8,14,1,2,1,0,0,0,1,5,0,0,0.143,0.2,0.214,0.414
" Gosselin, P",PIT,2B,19,29,2,4,1,0,0,1,1,6,0,1,0.138,0.167,0.172,0.339
" Profar, J",TEX,LF,15,37,5,5,0,0,0,3,8,8,0,1,0.135,0.289,0.135,0.424
" Anderson, C",MIL,P,7,15,0,2,0,0,0,0,0,7,0,0,0.133,0.133,0.133,0.267
" Dickey, R",ATL,P,7,15,0,2,0,0,0,5,0,3,0,0,0.133,0.133,0.133,0.267
" Gillaspie, C",SF,3B,26,45,3,6,1,0,0,4,4,6,0,0,0.133,0.216,0.156,0.371
" Gonzalez, G",WSH,P,7,15,2,2,0,0,0,3,2,7,0,0,0.133,0.235,0.133,0.369
" Holt, B",BOS,LF,6,15,2,2,0,0,0,1,4,7,0,0,0.133,0.316,0.133,0.449
" Kozma, P",TEX,SS,19,15,3,2,0,0,0,1,2,4,0,1,0.133,0.278,0.133,0.411
" Marrero, C",SF,LF,15,38,2,5,0,0,1,5,2,9,0,0,0.132,0.171,0.211,0.381
" Heisey, C",WSH,LF,27,46,5,6,1,0,1,3,3,14,0,0,0.13,0.184,0.217,0.401
" Smith, K",CWS,C,6,23,1,3,1,0,0,2,0,4,0,0,0.13,0.13,0.174,0.304
" Lobaton, J",WSH,C,11,39,4,5,1,0,1,1,3,7,0,0,0.128,0.19,0.231,0.421
" Adleman, T",CIN,P,6,8,0,1,1,0,0,2,0,3,0,0,0.125,0.125,0.25,0.375
" Bautista, R",WSH,CF,5,8,0,1,0,0,0,0,1,1,0,0,0.125,0.222,0.125,0.347
" Chen, W",MIA,P,4,8,0,1,0,0,0,0,0,3,0,0,0.125,0.125,0.125,0.25
" Cole, G",PIT,P,8,16,0,2,0,0,0,0,0,6,0,0,0.125,0.125,0.125,0.25
" Milone, T",NYM,P,8,8,0,1,0,0,0,1,1,4,0,0,0.125,0.222,0.125,0.347
" Santana, D",ATL,LF,20,40,3,5,1,0,1,1,2,12,1,0,0.125,0.167,0.225,0.392
" Senzatela, A",COL,P,8,16,1,2,0,0,0,0,0,11,0,0,0.125,0.125,0.125,0.25
" Van Slyke, S",LAD,LF,28,41,6,5,1,0,2,3,6,15,1,0,0.122,0.234,0.293,0.527
" Ellis, A",MIA,C,10,33,4,4,0,0,0,0,3,10,0,0,0.121,0.216,0.121,0.337
" Hill, A",SF,LF,12,25,2,3,0,0,1,2,4,8,0,0,0.12,0.241,0.24,0.481
" Peralta, J",STL,3B,8,25,1,3,0,0,0,0,2,9,0,0,0.12,0.185,0.12,0.305
" Ruiz, C",SEA,C,20,42,5,5,2,0,0,6,6,14,0,0,0.119,0.255,0.167,0.422
" Teheran, J",ATL,P,12,17,1,2,0,0,0,0,0,5,0,0,0.118,0.118,0.118,0.235
" Lester, J",CHC,P,9,18,1,2,1,0,0,3,1,8,0,0,0.111,0.15,0.167,0.317
" Martin, L",SEA,CF,15,54,5,6,1,0,0,0,3,14,4,1,0.111,0.172,0.13,0.302
" McCarthy, B",LAD,P,6,9,1,1,0,0,0,0,2,6,0,0,0.111,0.273,0.111,0.384
" Moroff, M",PIT,2B,4,9,0,1,0,0,0,1,0,4,0,1,0.111,0.111,0.111,0.222
" Ross, J",WSH,P,4,9,1,1,0,0,0,1,1,3,0,0,0.111,0.2,0.111,0.311
" Selsky, S",BOS,3B,8,9,0,1,1,0,0,0,0,5,0,0,0.111,0.111,0.222,0.333
" Strasburg, S",WSH,P,8,18,2,2,0,0,1,1,0,3,0,0,0.111,0.111,0.278,0.389
" Wacha, M",STL,P,5,9,1,1,0,0,0,1,0,5,0,0,0.111,0.111,0.111,0.222
" Asche, C",CWS,DH,19,57,5,6,1,0,1,4,3,21,0,0,0.105,0.177,0.175,0.353
" Blash, J",SD,LF,14,29,5,3,0,0,1,1,9,15,0,1,0.103,0.316,0.207,0.523
" Mondesi, R",KC,2B,14,39,4,4,0,0,1,2,3,16,5,2,0.103,0.167,0.179,0.346
" Bird, G",NYY,1B,19,60,6,6,3,0,1,3,10,22,0,0,0.1,0.25,0.2,0.45
